     count ,    time(s) ,      dt(s) ,       type ,    meas_px ,     est_px ,      gt_px ,    RMSE_px ,    meas_py ,     est_py ,      gt_py ,    RMSE_py ,     est_vx ,      gt_vx ,    RMSE_vx ,     est_vy ,      gt_vy ,    RMSE_vy ,        NIS ,               
         0 ,          0 ,          0 ,      Lidar ,   0.312243 ,   0.312243 ,        0.6 ,   0.287757 ,    0.58034 ,    0.58034 ,        0.6 ,  0.0196602 ,          0 ,    5.19994 ,    5.19994 ,          0 ,          0 ,          0 ,          0 ,               
         1 ,       0.05 ,       0.05 ,      Radar ,   0.862916 ,   0.862916 ,   0.859997 ,   0.203486 ,   0.534212 ,   0.534212 ,   0.600045 ,  0.0485825 ,          0 ,    5.19975 ,    5.19984 ,          0 , 0.00179686 , 0.00127057 ,          0 ,               
         2 ,        0.1 ,       0.05 ,      Lidar ,    1.17385 ,    1.17385 ,    1.11998 ,   0.169031 ,   0.481073 ,   0.481073 ,   0.600225 ,  0.0794096 ,    6.21865 ,    5.19943 ,    4.28624 ,   -1.06278 , 0.00538996 ,   0.616708 ,          0 ,               
         3 ,       0.15 ,       0.05 ,      Radar ,   0.969149 ,    1.31852 ,    1.37996 ,   0.149573 ,   0.397513 ,    0.54798 ,   0.600629 ,  0.0736368 ,    5.89191 ,    5.19898 ,    3.72813 ,   -2.01654 ,  0.0107781 ,    1.14575 ,    6.30461 ,               
         4 ,        0.2 ,       0.05 ,      Lidar ,    1.65063 ,    1.64652 ,     1.6399 ,   0.133815 ,    0.62469 ,   0.479947 ,   0.601347 ,  0.0853552 ,    5.93186 ,    5.19839 ,    3.35063 ,   -1.86465 ,  0.0179597 ,    1.32629 ,    1.14804 ,               
         5 ,       0.25 ,       0.05 ,      Radar ,    1.62331 ,    1.92614 ,    1.89982 ,   0.122627 ,   0.499091 ,    0.49974 ,    0.60247 ,  0.0884882 ,    5.96524 ,    5.19766 ,     3.0747 ,   -1.26417 ,  0.0269323 ,    1.32049 ,    6.59462 ,               
         6 ,        0.3 ,       0.05 ,      Lidar ,    2.18882 ,    2.22588 ,     2.1597 ,   0.116253 ,   0.648739 ,   0.467854 ,   0.604086 ,  0.0967619 ,    5.97359 ,    5.19678 ,    2.86172 ,   -1.09302 ,  0.0376932 ,    1.29508 ,     1.7639 ,               
         7 ,       0.35 ,       0.05 ,      Radar ,    1.96701 ,    2.47933 ,    2.41954 ,   0.110781 ,   0.557117 ,   0.541102 ,   0.606284 ,  0.0934002 ,    5.81518 ,    5.19573 ,    2.68584 ,  -0.500423 ,  0.0502389 ,    1.22698 ,    14.5849 ,               
         8 ,        0.4 ,       0.05 ,      Lidar ,    2.65526 ,    2.74916 ,    2.67932 ,   0.107008 ,    0.66598 ,   0.538572 ,   0.609155 ,  0.0911474 ,    5.79566 ,     5.1945 ,    2.54015 ,  -0.384997 ,  0.0645654 ,    1.16648 ,    1.32621 ,               
         9 ,       0.45 ,       0.05 ,      Radar ,    2.92034 ,    3.01623 ,    2.93904 ,   0.104409 ,   0.645898 ,   0.576714 ,   0.612786 ,  0.0872192 ,    5.68516 ,    5.19309 ,    2.41482 ,     -0.175 ,   0.080668 ,    1.10957 ,    3.42801 ,               
        10 ,        0.5 ,       0.05 ,      Lidar ,    3.01222 ,    3.24799 ,    3.19869 ,   0.100654 ,   0.637046 ,    0.57703 ,   0.617267 ,  0.0840405 ,    5.64238 ,    5.19147 ,    2.30645 ,  -0.103288 ,  0.0985415 ,    1.05968 ,    3.20047 ,               
        11 ,       0.55 ,       0.05 ,      Radar ,    3.56096 ,    3.52061 ,    3.45825 ,  0.0980359 ,   0.485311 ,   0.541979 ,   0.622685 ,  0.0837677 ,    5.58458 ,    5.18963 ,     2.2112 ,  -0.215182 ,    0.11818 ,    1.01912 ,    1.87774 ,               
        12 ,        0.6 ,       0.05 ,      Lidar ,    3.89365 ,      3.814 ,    3.71772 ,  0.0979021 ,   0.311793 ,   0.488745 ,    0.62913 ,   0.089405 ,    5.60256 ,    5.18754 ,    2.12757 ,  -0.365032 ,   0.139576 ,   0.989089 ,    2.05902 ,               
        13 ,       0.65 ,       0.05 ,      Radar ,    4.19786 ,    4.09193 ,    3.97708 ,  0.0992086 ,   0.698311 ,   0.530138 ,   0.636689 ,  0.0907372 ,    5.58298 ,    5.18519 ,    2.05293 ,  -0.178739 ,   0.162724 ,   0.957469 ,    2.28355 ,               
        14 ,        0.7 ,       0.05 ,      Lidar ,    4.30935 ,    4.36113 ,    4.23632 ,   0.101117 ,   0.578564 ,   0.533577 ,   0.645449 ,  0.0922969 ,    5.57218 ,    5.18256 ,    1.98587 ,  -0.130105 ,   0.187614 ,   0.928634 ,   0.255662 ,               
        15 ,       0.75 ,       0.05 ,      Radar ,    4.61908 ,    4.62095 ,    4.49542 ,   0.102813 ,    0.68951 ,   0.566419 ,   0.655498 ,   0.092099 ,    5.49887 ,    5.17962 ,    1.92446 , -0.0102656 ,   0.214238 ,   0.900896 ,    2.47745 ,               
        16 ,        0.8 ,       0.05 ,      Lidar ,    4.35143 ,    4.81301 ,    4.75437 ,   0.100752 ,   0.899174 ,   0.646681 ,   0.666921 ,  0.0894839 ,    5.39179 ,    5.17634 ,    1.86774 ,   0.280129 ,   0.242587 ,   0.874045 ,    14.8964 ,               
        17 ,       0.85 ,       0.05 ,      Radar ,    5.20902 ,    5.06521 ,    5.01315 ,  0.0986788 ,    0.66599 ,   0.658087 ,   0.679804 ,  0.0871133 ,    5.30871 ,     5.1727 ,     1.8154 ,   0.286923 ,   0.272649 ,   0.849425 ,    3.09239 ,               
        18 ,        0.9 ,       0.05 ,      Lidar ,    5.51894 ,    5.35791 ,    5.27175 ,  0.0980601 ,   0.648233 ,   0.665695 ,   0.694234 ,  0.0850423 ,    5.34022 ,    5.16867 ,    1.76742 ,   0.292826 ,   0.304413 ,   0.826774 ,    1.37044 ,               
        19 ,       0.95 ,       0.05 ,      Radar ,    5.22835 ,    5.61318 ,    5.53013 ,  0.0973648 ,   0.639362 ,    0.68038 ,   0.710295 ,  0.0831584 ,    5.33628 ,    5.16422 ,    1.72309 ,   0.326183 ,   0.337868 ,   0.805844 ,    1.81361 ,               
        20 ,          1 ,       0.05 ,      Lidar ,      6.022 ,    5.89993 ,    5.78828 ,  0.0980925 ,   0.708619 ,   0.699217 ,   0.728072 ,  0.0813982 ,    5.35791 ,    5.15932 ,    1.68212 ,   0.360597 ,   0.372999 ,   0.786428 ,   0.777822 ,               
        21 ,       1.05 ,       0.05 ,      Radar ,    5.89392 ,    6.14255 ,    6.04618 ,  0.0980152 ,   0.373584 ,   0.651132 ,   0.747647 ,  0.0821457 ,    5.28715 ,    5.15393 ,     1.6437 ,   0.184909 ,   0.409793 ,   0.769841 ,    5.48697 ,               
        22 ,        1.1 ,       0.05 ,      Lidar ,    6.34249 ,    6.39447 ,    6.30379 ,  0.0977077 ,   0.948833 ,   0.743641 ,   0.769103 ,  0.0805153 ,     5.2593 ,    5.14803 ,    1.60773 ,   0.443509 ,   0.448233 ,    0.75292 ,    2.77494 ,               
        23 ,       1.15 ,       0.05 ,      Radar ,    6.62134 ,    6.64389 ,     6.5611 ,  0.0971316 ,   0.836138 ,    0.77842 ,   0.792523 ,  0.0788726 ,    5.21156 ,    5.14157 ,    1.57395 ,    0.50654 ,   0.488305 ,   0.737077 ,   0.766829 ,               
        24 ,        1.2 ,       0.05 ,      Lidar ,    6.78214 ,    6.88776 ,    6.81808 ,   0.096184 ,   0.714036 ,   0.779517 ,   0.817988 ,  0.0776612 ,    5.19369 ,    5.13452 ,    1.54219 ,   0.474083 ,    0.52999 ,   0.722271 ,   0.835331 ,               
        25 ,       1.25 ,       0.05 ,      Radar ,    7.29121 ,    7.13109 ,    7.07469 ,  0.0949625 ,   0.630741 ,   0.773812 ,   0.845578 ,  0.0774427 ,    5.12117 ,    5.12685 ,    1.51224 ,   0.417828 ,   0.573269 ,   0.708901 ,    3.82737 ,               
        26 ,        1.3 ,       0.05 ,      Lidar ,    7.13735 ,    7.34921 ,     7.3309 ,   0.093254 ,   0.957217 ,   0.846681 ,   0.875373 ,  0.0761954 ,    5.06376 ,    5.11851 ,    1.48401 ,   0.578929 ,   0.618123 ,    0.69569 ,    3.14351 ,               
        27 ,       1.35 ,       0.05 ,      Radar ,    8.08349 ,    7.63592 ,    7.58668 ,  0.0920452 ,   0.819605 ,   0.864738 ,   0.907449 ,  0.0752565 ,     5.1389 ,    5.10946 ,    1.45728 ,   0.584693 ,   0.664531 ,   0.683321 ,    3.71378 ,               
        28 ,        1.4 ,       0.05 ,      Lidar ,    7.80533 ,    7.88267 ,    7.84199 ,   0.090759 ,   0.719126 ,   0.843666 ,   0.941886 ,  0.0761637 ,    5.13195 ,    5.09966 ,    1.43195 ,   0.488969 ,   0.712469 ,   0.672718 ,    1.27126 ,               
        29 ,       1.45 ,       0.05 ,      Radar ,    8.40453 ,    8.13194 ,     8.0968 ,  0.0894639 ,   0.884557 ,   0.866758 ,   0.978759 ,  0.0776253 ,     5.0824 ,    5.08907 ,    1.40788 ,   0.504325 ,   0.761915 ,   0.663081 ,    2.36875 ,               
        30 ,        1.5 ,       0.05 ,      Lidar ,    8.24796 ,    8.36697 ,    8.35106 ,  0.0880555 ,   0.840322 ,    0.87902 ,    1.01814 ,  0.0803471 ,    5.05885 ,    5.07766 ,    1.38499 ,   0.497425 ,   0.812843 ,   0.654753 ,   0.818163 ,               
        31 ,       1.55 ,       0.05 ,      Radar ,    8.45858 ,    8.63122 ,    8.60472 ,  0.0867953 ,    1.41118 ,   0.964956 ,    1.06011 ,  0.0808508 ,    5.10884 ,    5.06537 ,     1.3632 ,   0.668651 ,   0.865226 ,   0.645378 ,    6.16639 ,               
        32 ,        1.6 ,       0.05 ,      Lidar ,    8.74615 ,     8.8656 ,    8.85775 ,   0.085481 ,    1.04858 ,    1.01617 ,    1.10473 ,  0.0810953 ,     5.0757 ,    5.05216 ,    1.34239 ,   0.740347 ,   0.919037 ,   0.636285 ,   0.815042 ,               
        33 ,       1.65 ,       0.05 ,      Radar ,     9.8809 ,    9.15142 ,     9.1101 ,  0.0845121 ,     1.1419 ,    1.05749 ,    1.15208 ,   0.081524 ,    5.11972 ,    5.03798 ,    1.32258 ,   0.780208 ,   0.974245 ,   0.627741 ,    6.34259 ,               
        34 ,        1.7 ,       0.05 ,      Lidar ,    9.25579 ,    9.38638 ,    9.36172 ,  0.0834003 ,    1.04913 ,    1.08555 ,    1.20223 ,  0.0827358 ,    5.09167 ,     5.0228 ,     1.3036 ,   0.787712 ,    1.03082 ,   0.620071 ,   0.955408 ,               
        35 ,       1.75 ,       0.05 ,      Radar ,    10.1016 ,     9.6625 ,    9.61255 ,  0.0826542 ,    1.52474 ,    1.15748 ,    1.25524 ,  0.0831898 ,    5.12161 ,    5.00656 ,    1.28551 ,    0.89168 ,    1.08873 ,    0.61228 ,    4.11358 ,               
        36 ,        1.8 ,       0.05 ,      Lidar ,    10.0484 ,    9.93195 ,    9.86254 ,  0.0823241 ,    1.44598 ,    1.27324 ,    1.31118 ,  0.0822946 ,    5.11319 ,    4.98922 ,    1.26818 ,    1.08492 ,    1.14794 ,   0.604038 ,    2.54035 ,               
        37 ,       1.85 ,       0.05 ,      Radar ,    10.5377 ,    10.1813 ,    10.1117 ,  0.0820147 ,    1.72555 ,    1.35969 ,    1.37011 ,  0.0812222 ,    5.04814 ,    4.97074 ,    1.25145 ,     1.1953 ,    1.20841 ,   0.596041 ,    4.44085 ,               
        38 ,        1.9 ,       0.05 ,      Lidar ,    10.2492 ,     10.406 ,    10.3598 ,  0.0812941 ,    1.45907 ,    1.43615 ,     1.4321 ,  0.0801767 ,     4.9977 ,    4.95106 ,    1.23532 ,    1.27766 ,     1.2701 ,   0.588351 ,    1.32049 ,               
        39 ,       1.95 ,       0.05 ,      Radar ,    10.9084 ,    10.6399 ,    10.6069 ,  0.0804409 ,    1.70343 ,    1.51797 ,    1.49721 ,  0.0792362 ,    4.90651 ,    4.93014 ,    1.21979 ,    1.35985 ,    1.33298 ,   0.580966 ,    4.08506 ,               
        40 ,          2 ,       0.05 ,      Lidar ,    10.7313 ,    10.8659 ,     10.853 ,  0.0794795 ,    1.45265 ,    1.55079 ,    1.56549 ,  0.0782976 ,    4.88053 ,    4.90794 ,    1.20483 ,    1.33539 ,    1.39701 ,   0.573918 ,    1.50457 ,               
        41 ,       2.05 ,       0.05 ,      Radar ,    11.4783 ,    11.1295 ,    11.0979 ,  0.0786787 ,    1.42876 ,    1.60371 ,      1.637 ,  0.0775302 ,    4.90863 ,     4.8844 ,    1.19041 ,    1.35099 ,    1.46213 ,   0.567303 ,    1.80003 ,               
        42 ,        2.1 ,       0.05 ,      Lidar ,     11.587 ,    11.4064 ,    11.3416 ,  0.0783838 ,    1.61462 ,    1.64964 ,    1.71179 ,  0.0772073 ,    4.94277 ,    4.85948 ,    1.17655 ,    1.34578 ,    1.52832 ,   0.561359 ,    1.79624 ,               
        43 ,       2.15 ,       0.05 ,      Radar ,    11.4763 ,    11.6385 ,     11.584 ,  0.0779219 ,    1.53917 ,    1.70806 ,    1.78992 ,  0.0773162 ,    4.89617 ,    4.83313 ,    1.16314 ,    1.36754 ,    1.59551 ,   0.556006 ,   0.978867 ,               
        44 ,        2.2 ,       0.05 ,      Lidar ,    11.7788 ,    11.8686 ,    11.8251 ,  0.0773234 ,    1.74591 ,     1.7709 ,    1.87144 ,  0.0779075 ,    4.86825 ,    4.80531 ,    1.15019 ,    1.39732 ,    1.66366 ,   0.551225 ,   0.450032 ,               
        45 ,       2.25 ,       0.05 ,      Radar ,     12.136 ,    12.1226 ,    12.0647 ,  0.0769519 ,    2.14937 ,     1.8587 ,    1.95639 ,  0.0783908 ,    4.89039 ,    4.77598 ,    1.13774 ,    1.47533 ,    1.73273 ,    0.54652 ,    1.33589 ,               
        46 ,        2.3 ,       0.05 ,      Lidar ,    12.3226 ,    12.3645 ,    12.3029 ,  0.0766573 ,    1.78353 ,    1.88992 ,    2.04482 ,  0.0807766 ,    4.88713 ,    4.74508 ,    1.12576 ,    1.42656 ,    1.80265 ,   0.543451 ,   0.790679 ,               
        47 ,       2.35 ,       0.05 ,      Radar ,    12.5457 ,    12.6186 ,    12.5394 ,  0.0767103 ,    1.77728 ,     1.9519 ,    2.13677 ,  0.0842671 ,    4.91828 ,    4.71257 ,    1.11437 ,    1.44338 ,    1.87338 ,    0.54133 ,    1.03236 ,               
        48 ,        2.4 ,       0.05 ,      Lidar ,    12.5924 ,    12.8199 ,    12.7743 ,  0.0762021 ,    2.17509 ,    2.07841 ,    2.23227 ,  0.0862506 ,    4.83585 ,    4.67842 ,    1.10317 ,    1.59781 ,    1.94485 ,   0.538066 ,    3.39085 ,               
        49 ,       2.45 ,       0.05 ,      Radar ,    13.2198 ,    13.0842 ,    13.0075 ,  0.0762122 ,    2.66441 ,    2.18201 ,    2.33137 ,  0.0879576 ,    4.88388 ,    4.64258 ,    1.09261 ,    1.68827 ,    2.01701 ,   0.534684 ,    3.59969 ,               
        50 ,        2.5 ,       0.05 ,      Lidar ,    13.0875 ,     13.288 ,    13.2388 ,  0.0757755 ,    2.40708 ,    2.31757 ,    2.43409 ,  0.0886061 ,    4.79909 ,      4.605 ,    1.08219 ,    1.84178 ,    2.08981 ,   0.530554 ,    2.69691 ,               
        51 ,       2.55 ,       0.05 ,      Radar ,    12.7087 ,    13.4728 ,    13.4682 ,  0.0750461 ,    3.12439 ,    2.45373 ,    2.54047 ,  0.0885705 ,    4.64356 ,    4.56565 ,    1.07179 ,    1.98203 ,    2.16317 ,   0.526027 ,    11.1434 ,               
        52 ,        2.6 ,       0.05 ,      Lidar ,     13.836 ,     13.721 ,    13.6955 ,  0.0744175 ,    2.62479 ,     2.5708 ,    2.65053 ,  0.0884118 ,      4.634 ,    4.52448 ,    1.06174 ,    2.07017 ,    2.23703 ,   0.521545 ,   0.842889 ,               
        53 ,       2.65 ,       0.05 ,      Radar ,    13.8302 ,     13.942 ,    13.9208 ,  0.0737817 ,    2.73893 ,    2.68012 ,     2.7643 ,  0.0883353 ,     4.5825 ,    4.48147 ,    1.05195 ,    2.13627 ,    2.31134 ,   0.517242 ,   0.274617 ,               
        54 ,        2.7 ,       0.05 ,      Lidar ,    14.2106 ,    14.1703 ,    14.1439 ,  0.0731947 ,    2.94205 ,    2.83306 ,    2.88179 ,  0.0877749 ,    4.53453 ,    4.43656 ,    1.04243 ,    2.28405 ,    2.38601 ,   0.512703 ,   0.817241 ,               
        55 ,       2.75 ,       0.05 ,      Radar ,    14.5568 ,    14.4184 ,    14.3646 ,  0.0728932 ,    2.87021 ,    2.94042 ,    3.00303 ,  0.0873891 ,    4.57193 ,    4.38974 ,    1.03336 ,    2.32614 ,    2.46099 ,   0.508424 ,    1.40464 ,               
        56 ,        2.8 ,       0.05 ,      Lidar ,    14.4616 ,    14.6245 ,     14.583 ,  0.0724596 ,    2.90734 ,    3.02038 ,    3.12802 ,  0.0877847 ,    4.53079 ,    4.34097 ,    1.02457 ,    2.31059 ,     2.5362 ,    0.50483 ,    2.09176 ,               
        57 ,       2.85 ,       0.05 ,      Radar ,    14.6754 ,    14.8554 ,    14.7989 ,  0.0722145 ,    3.96041 ,    3.16725 ,    3.25679 ,  0.0878152 ,    4.52242 ,    4.29021 ,    1.01615 ,    2.42699 ,    2.61157 ,   0.501045 ,     3.9883 ,               
        58 ,        2.9 ,       0.05 ,      Lidar ,    15.0261 ,    15.0627 ,    15.0122 ,  0.0719006 ,     3.5067 ,     3.3575 ,    3.38932 ,  0.0871663 ,    4.43368 ,    4.23744 ,    1.00783 ,    2.62207 ,    2.68703 ,   0.496853 ,    1.52596 ,               
        59 ,       2.95 ,       0.05 ,      Radar ,    15.3685 ,     15.276 ,    15.2228 ,  0.0716288 ,    4.14761 ,    3.51685 ,    3.52563 ,  0.0864443 ,    4.35034 ,    4.18263 ,    0.99963 ,    2.73825 ,    2.76249 ,   0.492705 ,     2.7052 ,               
        60 ,          3 ,       0.05 ,      Lidar ,    15.5236 ,    15.4888 ,    15.4306 ,  0.0714283 ,    3.82936 ,    3.70589 ,    3.66572 ,   0.085887 ,    4.27527 ,    4.12575 ,   0.991587 ,    2.90333 ,    2.83789 ,   0.488722 ,    1.00381 ,               
        61 ,       3.05 ,       0.05 ,      Radar ,    15.7234 ,    15.7012 ,    15.6355 ,  0.0713391 ,     3.4105 ,    3.83774 ,    3.80957 ,  0.0852666 ,    4.23465 ,    4.06678 ,   0.983789 ,    2.94177 ,    2.91315 ,   0.484778 ,   0.855166 ,               
        62 ,        3.1 ,       0.05 ,      Lidar ,    15.9774 ,    15.9211 ,    15.8375 ,    0.07155 ,    4.00094 ,    3.98737 ,    3.95719 ,  0.0846726 ,    4.20069 ,    4.00571 ,   0.976259 ,    3.00843 ,    2.98817 ,   0.480922 ,   0.173984 ,               
        63 ,       3.15 ,       0.05 ,      Radar ,    16.3376 ,    16.1189 ,    16.0363 ,  0.0717368 ,    4.21632 ,    4.14721 ,    4.10854 ,  0.0841475 ,    4.09487 ,    3.94251 ,   0.968789 ,    3.08959 ,     3.0629 ,   0.477162 ,    1.88789 ,               
        64 ,        3.2 ,       0.05 ,      Lidar ,    16.3313 ,    16.3161 ,    16.2319 ,  0.0719447 ,    4.44499 ,    4.34448 ,    4.26363 ,  0.0840978 ,    4.01089 ,    3.87716 ,   0.961451 ,    3.23576 ,    3.13723 ,   0.473635 ,   0.639389 ,               
        65 ,       3.25 ,       0.05 ,      Radar ,    16.7586 ,    16.5263 ,    16.4242 ,  0.0724958 ,    4.48231 ,    4.50591 ,    4.42242 ,  0.0840885 ,    3.97602 ,    3.80966 ,   0.954359 ,    3.29887 ,    3.21109 ,   0.470157 ,   0.593565 ,               
        66 ,        3.3 ,       0.05 ,      Lidar ,    16.6039 ,    16.7041 ,     16.613 ,  0.0728095 ,    4.67344 ,    4.67933 ,     4.5849 ,  0.0842522 ,    3.88765 ,       3.74 ,   0.947382 ,    3.38194 ,    3.28438 ,   0.466787 ,   0.532024 ,               
        67 ,       3.35 ,       0.05 ,      Radar ,    16.9236 ,    16.8611 ,    16.7983 ,  0.0726725 ,    5.10119 ,    4.86917 ,    4.75103 ,  0.0848487 ,     3.6898 ,    3.66817 ,   0.940394 ,    3.48631 ,    3.35704 ,   0.463607 ,    5.06593 ,               
        68 ,        3.4 ,       0.05 ,      Lidar ,    16.9955 ,    17.0262 ,    16.9799 ,  0.0723589 ,    5.21099 ,    5.09547 ,    4.92077 ,  0.0868177 ,     3.5647 ,    3.59416 ,   0.933561 ,    3.64957 ,    3.42897 ,   0.461001 ,   0.917659 ,               
        69 ,       3.45 ,       0.05 ,      Radar ,    17.3421 ,    17.1966 ,    17.1579 ,  0.0719896 ,    4.64623 ,    5.26614 ,    5.09409 ,  0.0886145 ,    3.46943 ,    3.51797 ,   0.926887 ,    3.69689 ,    3.50008 ,   0.458301 ,    1.77741 ,               
        70 ,        3.5 ,       0.05 ,      Lidar ,    17.2894 ,     17.356 ,    17.3319 ,   0.071538 ,    5.43542 ,    5.45242 ,    5.27094 ,  0.0905859 ,    3.37564 ,     3.4396 ,   0.920368 ,    3.76798 ,    3.57028 ,   0.455666 ,   0.245336 ,               
        71 ,       3.55 ,       0.05 ,      Radar ,    17.6463 ,    17.5124 ,    17.5019 ,  0.0710501 ,    4.74597 ,    5.62387 ,    5.45128 ,  0.0922256 ,    3.26663 ,    3.35907 ,   0.914019 ,    3.80408 ,    3.63949 ,   0.452906 ,    3.36539 ,               
        72 ,        3.6 ,       0.05 ,      Lidar ,    17.7853 ,    17.7037 ,    17.6679 ,  0.0706862 ,    5.62476 ,    5.75626 ,    5.63506 ,  0.0926837 ,    3.26724 ,    3.27637 ,   0.907738 ,    3.76404 ,    3.70762 ,   0.449842 ,    1.52088 ,               
        73 ,       3.65 ,       0.05 ,      Radar ,    17.9216 ,    17.8476 ,    17.8297 ,  0.0702378 ,    6.07151 ,    5.95393 ,    5.82221 ,    0.09332 ,    3.12276 ,    3.19151 ,   0.901619 ,    3.84023 ,    3.77458 ,   0.446857 ,    1.42497 ,               
        74 ,        3.7 ,       0.05 ,      Lidar ,    18.1263 ,    18.0213 ,    17.9872 ,  0.0698794 ,    6.16985 ,    6.14584 ,    6.01269 ,  0.0939623 ,    3.07445 ,    3.10453 ,   0.895595 ,     3.8978 ,    3.84027 ,   0.443918 ,   0.606041 ,               
        75 ,       3.75 ,       0.05 ,      Radar ,    18.1245 ,    18.1702 ,    18.1402 ,   0.069503 ,    6.79027 ,    6.35312 ,    6.20641 ,  0.0948471 ,    2.97934 ,    3.01542 ,   0.889693 ,    3.97769 ,    3.90462 ,   0.441067 ,   0.704915 ,               
        76 ,        3.8 ,       0.05 ,      Lidar ,    18.2164 ,    18.2929 ,    18.2888 ,  0.0690517 ,    6.66138 ,    6.58855 ,    6.40332 ,  0.0965647 ,    2.83889 ,    2.92421 ,    0.88395 ,     4.1001 ,    3.96753 ,   0.438454 ,   0.690735 ,               
        77 ,       3.85 ,       0.05 ,      Radar ,    18.4022 ,    18.4244 ,    18.4328 ,  0.0686142 ,    7.02231 ,    6.80205 ,    6.60333 ,  0.0985467 ,     2.7184 ,    2.83093 ,   0.878358 ,    4.17139 ,     4.0289 ,   0.435933 ,   0.346453 ,               
        78 ,        3.9 ,       0.05 ,      Lidar ,    18.5422 ,     18.571 ,     18.572 ,  0.0681787 ,    6.76013 ,    6.94667 ,    6.80638 ,  0.0991851 ,    2.68627 ,     2.7356 ,   0.872799 ,    4.12086 ,    4.08867 ,   0.433181 ,    2.10763 ,               
        79 ,       3.95 ,       0.05 ,      Radar ,    18.8089 ,    18.7184 ,    18.7064 ,  0.0677644 ,    7.24388 ,     7.1536 ,    7.01237 ,    0.09982 ,    2.64583 ,    2.63825 ,   0.867327 ,    4.17471 ,    4.14672 ,   0.430476 ,   0.512205 ,               
        80 ,          4 ,       0.05 ,      Lidar ,    19.1441 ,    18.9121 ,    18.8359 ,  0.0678752 ,    7.18344 ,    7.29789 ,    7.22122 ,  0.0995671 ,    2.69708 ,    2.53893 ,   0.862136 ,    4.10807 ,    4.20299 ,   0.427941 ,    3.96562 ,               
        81 ,       4.05 ,       0.05 ,      Radar ,    18.5479 ,    19.0009 ,    18.9604 ,  0.0676084 ,     7.4012 ,    7.50503 ,    7.43283 ,  0.0992788 ,    2.50482 ,    2.43767 ,   0.856895 ,    4.15934 ,    4.25737 ,   0.425461 ,    4.32056 ,               
        82 ,        4.1 ,       0.05 ,      Lidar ,    19.0138 ,    19.0942 ,    19.0798 ,  0.0672186 ,     7.8688 ,    7.76096 ,    7.64712 ,   0.099467 ,    2.34894 ,     2.3345 ,   0.851718 ,    4.28719 ,     4.3098 ,   0.422897 ,    1.13527 ,               
        83 ,       4.15 ,       0.05 ,      Radar ,    19.3089 ,    19.2136 ,    19.1939 ,  0.0668517 ,    7.67375 ,     7.9701 ,    7.86397 ,  0.0995489 ,    2.27422 ,    2.22949 ,   0.846648 ,    4.32523 ,    4.36017 ,    0.42039 ,   0.274576 ,               
        84 ,        4.2 ,       0.05 ,      Lidar ,     19.132 ,    19.2938 ,    19.3028 ,  0.0664644 ,    8.12845 ,    8.18497 ,    8.08329 ,  0.0995741 ,    2.13575 ,    2.12266 ,   0.841654 ,    4.37123 ,    4.40842 ,   0.417929 ,    1.53408 ,               
        85 ,       4.25 ,       0.05 ,      Radar ,    19.0239 ,    19.3916 ,    19.4062 ,  0.0660958 ,    8.17194 ,    8.39741 ,    8.30497 ,  0.0994941 ,     2.0545 ,    2.01409 ,   0.836757 ,    4.40761 ,    4.45445 ,   0.415523 ,     2.3143 ,               
        86 ,        4.3 ,       0.05 ,      Lidar ,     19.347 ,    19.4855 ,    19.5042 ,  0.0657454 ,    8.30741 ,    8.55066 ,     8.5289 ,  0.0989481 ,    1.98876 ,    1.90381 ,   0.831984 ,    4.34558 ,    4.49819 ,   0.413452 ,    4.25647 ,               
        87 ,       4.35 ,       0.05 ,      Radar ,    19.6843 ,    19.5754 ,    19.5966 ,  0.0654099 ,    8.35902 ,    8.76234 ,    8.75494 ,  0.0983875 ,    1.87745 ,     1.7919 ,   0.827294 ,    4.37296 ,    4.53956 ,   0.411479 ,    0.64284 ,               
        88 ,        4.4 ,       0.05 ,      Lidar ,    20.0039 ,     19.735 ,    19.6835 ,  0.0652701 ,     8.8906 ,    8.93766 ,      8.983 ,  0.0979512 ,    1.91969 ,    1.67841 ,   0.823031 ,    4.33473 ,    4.57848 ,   0.409976 ,    4.21842 ,               
        89 ,       4.45 ,       0.05 ,      Radar ,    19.6061 ,    19.8079 ,    19.7645 ,  0.0650671 ,    9.48659 ,    9.16147 ,    9.21294 ,  0.0975565 ,     1.7717 ,    1.56341 ,    0.81874 ,     4.3766 ,    4.61488 ,   0.408465 ,    1.03819 ,               
        90 ,        4.5 ,       0.05 ,      Lidar ,    20.1574 ,     19.938 ,    19.8398 ,  0.0655225 ,    9.45949 ,    9.38295 ,    9.44463 ,  0.0972342 ,    1.75566 ,    1.44697 ,   0.814872 ,    4.40817 ,    4.64869 ,   0.406996 ,    2.83361 ,               
        91 ,       4.55 ,       0.05 ,      Radar ,    19.6163 ,     19.984 ,    19.9093 ,  0.0656292 ,    9.76606 ,    9.60698 ,    9.67795 ,   0.096987 ,    1.55591 ,    1.32916 ,   0.810776 ,    4.43916 ,    4.67984 ,   0.405555 ,    2.87936 ,               
        92 ,        4.6 ,       0.05 ,      Lidar ,    20.1573 ,    20.0726 ,    19.9728 ,  0.0660909 ,    9.90876 ,    9.84212 ,    9.91275 ,  0.0967418 ,    1.47906 ,    1.21005 ,   0.806887 ,    4.48784 ,    4.70826 ,   0.404016 ,   0.603837 ,               
